zoneNum,lNodeID,P_load1,P_load2,P_load3,P_load4
2,20,"[-1.3850434227815869, -1.4992247147504192, -1.7929609011282879, -0.7641137624623832, -1.0466601857819964, -0.7635257809683952, -1.1863087772837513, -1.0962980662081403, -1.3838569416411006, -0.10423641752242235, -0.8505544021330333, -2.0529616184358908, -1.522056526708664, -0.9987936567887219, -2.1109356761535416, -0.17480560285749966, -0.49147530922795557, -1.0595164087401634, -0.41802256952183775, -0.5681320327284448, -1.6191057138159448, -1.9568907056867462, -1.4580979602126172, -0.4195921376907073]","[-0.38877977512050005, -0.6983232585112632, -0.05224167415221936, -0.009494908641905442, -0.19895453743934235, -0.7987047904800484, -0.4449126986359468, -1.048429170915097, -0.9228399563247337, -0.23485517971750722, -0.29550281662394395, -0.6121902656402232, -0.6765754122771012, -0.7885752591933455, -0.6528414350130051, -0.8330470754615691, -0.22942342190529488, -0.017895862857589886, -0.3330046980812109, -0.22115397598607286, -0.343076751336703, -1.053765380711341, -0.3280340885921087, -0.9041425260895254]","[-0.9081573897000291, -0.9161069730016854, -0.4531278515310583, -1.3314679705407606, -1.2174844258577082, -0.05284191151569414, -0.3779245501269299, -1.240570573546258, -0.4353951644601983, -0.8507042188880131, -1.0102510980758674, -0.48434417044961653, -0.37881693873182853, -1.000994973516275, -0.5237589843826035, -1.6424940345766739, -1.0031724152129606, -0.5308398292380233, -1.2377176723906427, -0.6377352871247769, -0.037201091799173754, -0.6206690734116961, -0.8483935075428245, -0.005633754811417718]","[-0.5012526066862855, -0.17282277220133618, -0.06489060120465182, -0.2877785462878324, -0.019028908745777263, -0.18402998762260211, -0.44361999441365346, -0.06758302110402979, -0.032519024304966296, -0.30191377917927303, -0.5420429442039921, -0.15217836951165697, -0.4970538233597691, -0.20722521774692776, -0.43213554646522273, -0.18522170995319254, -0.054695238648717656, -0.07369030669391131, -0.047334275254360625, -0.13479677360163014, -0.3407946305683662, -0.43106744192489627, -0.0748091101508581, -0.132592167358629]"
2,21,"[-11.85913399184602, -15.647840482268778, -4.17593004748883, -4.06079218052422, -13.533575919425221, -8.924381498123243, -10.473793486119822, -16.600405164320172, -9.019244290280287, -13.87931697846365, -8.533979720507926, -3.5904996269075657, -0.7211628934584807, -3.116947335871494, -1.8561383170298442, -12.008530591707077, -0.4645630518567298, -12.681213624989985, -6.455136617137958, -13.883345775427161, -17.172889640265947, -0.35020013542491485, -8.383503019877779, -3.61253342593347]","[-5.650988219499138, -8.654164450472093, -0.8223374492597197, -5.157919659814549, -5.489533879787684, -2.1832735907645837, -6.843734610922426, -2.039114901649296, -7.30548996842434, -4.668532687040059, -2.3307434076033213, -1.5242996867791914, -1.4027709799441175, -5.377482903710019, -3.223964392999944, -3.7942156476691244, -0.7707592493056181, -3.8078188981127585, -3.428260683914199, -1.1620261551457383, -8.66771064281228, -1.7822894223932235, -6.121967225156076, -0.28529784075837883]","[-9.569301057347412, -10.15445602546201, -2.5718072447770237, -0.9795352235019905, -12.650329436394927, -5.806434563544266, -2.772862157387221, -7.6413656260364515, -9.501049955966955, -1.5267761053521849, -10.4183398165531, -12.02855778339285, -11.282154457116574, -11.507802215167349, -3.519546391451754, -1.2339225697772114, -5.076872289441379, -9.004585835733005, -0.06571941030493994, -12.7075194556092, -10.379322054405552, -6.329583596735234, -11.965192174259245, -9.378416209665847]","[-3.706167061804777, -2.9068498274435957, -2.0543587666609215, -3.030931722638679, -0.5653248149945729, -1.7348248771671346, -2.9413708472178253, -3.846880662033624, -2.622711685927648, -2.3028278303166787, -0.06976147579357383, -0.8664156023770544, -2.6408790982620785, -3.0512149376262827, -2.7206562810420145, -0.4859907447937644, -2.4509141205679055, -1.9110550296000566, -1.8507838885348198, -2.191017172042984, -0.19391360452169368, -2.062279417433567, -1.9585971931718382, -1.875898396943871]"
2,23,"[-1.8372614121464463, -2.8739889286300695, -0.4103452370055024, -0.7972356988155607, -2.8787672524548853, -2.8668208219930476, -2.560828803507523, -0.7680415901269133, -1.5025784631400265, -0.7971907676393588, -2.9785783519189994, -2.2770904161235115, -0.7346434991031878, -0.9132950580947323, -0.6487479122240143, -2.3315678865853995, -0.8634551230027268, -0.29188085632122734, -1.9318969217289077, -2.256708082392434, -2.2986789321987953, -2.281662498346413, -0.04314343814356647, -1.3265381090902784]","[-1.1161491458575994, -1.0944708515394408, -0.6924795126810444, -0.36810305420176326, -0.7493141238731438, -0.1793802159034389, -0.6864488969586932, -1.0448453865847596, -1.3782865535838047, -0.39052427526061406, -0.09388031998591728, -0.16933958995184356, -1.1403919017609163, -0.15458513041283448, -0.8651208145968923, -0.2808593716032881, -1.2624416328204635, -0.8227387478367204, -0.4197886673508201, -0.4166867177433522, -1.477463546398898, -0.5583667862912541, -0.4047214458517598, -1.289392462425167]","[-0.9876067018786866, -0.5536919259942789, -0.8170315794744014, -1.0931114970384193, -0.3523144868062343, -2.382920747271512, -1.4758871366117272, -1.764937422099127, -0.8936194508281499, -0.6081218058298421, -2.084791835010569, -0.27289927793896945, -1.5240089809826602, -1.4411881754453821, -0.36627895669616534, -2.296098805162541, -1.3501163654014772, -0.36709141936135364, -2.205651753775844, -1.4636036272281256, -0.12028589978838963, -0.3228634870312813, -1.306048180844677, -2.149166772454394]","[-0.35812608341706387, -0.4096509361888879, -0.21842962134691027, -0.5653484039726181, -0.43420534558360346, -0.10061468708268287, -0.5746988613398375, -0.5813100948478745, -0.7064868703880047, -0.4742733879691394, -0.5169140742039516, -0.1589823970988861, -0.5359564559072089, -0.1528482283652365, -0.2466155677758879, -0.6565196976345924, -0.6333828279153461, -0.26159576525094774, -0.5996144959521454, -0.42751829590367135, -0.13061324106266525, -0.6421989839728331, -0.3069270931816112, -0.32180619499500573]"
2,24,"[-2.6985776426021175, -4.986112031308006, -1.2288257877918285, -4.154758325044655, -6.068007953078026, -5.485389924241134, -6.235325267451794, -7.398803518231982, -0.8430755189121422, -0.13739077536378858, -1.7376312405436725, -8.400174849028556, -2.189267988699672, -2.461865788846554, -3.1244773231485437, -8.113947222210182, -2.1825060971688424, -3.581690608563275, -2.0328666456895377, -6.853343150810558, -3.0030342309124682, -7.8773115653504355, -3.7621225421252507, -2.0160779882652977]","[-2.979440021987555, -3.0708854988972822, -4.253345440296418, -0.5519115119313631, -2.858303209475356, -3.836052478298411, -2.8222246619712967, -3.918816320052588, -2.571797942270484, -3.489962032736091, -1.3704564136772448, -1.9567339441771343, -1.1922048150871052, -3.0749338324143967, -3.365779283832023, -2.972202250190758, -2.8781507259651775, -2.924761408381391, -3.2593229100888883, -3.8833108295659056, -1.5775770069832185, -0.04357251007176345, -3.6374427216508427, -3.165232200211726]","[-1.2511891581837682, -2.4044881380393197, -6.00818656352315, -4.12095302347949, -6.50706045807978, -1.2791618006161565, -4.831185421765614, -4.778816321827975, -3.7931707988451397, -2.4837665556587254, -3.3656980479259704, -0.0819189583995467, -1.2379919361649667, -0.4748988161672391, -5.265465763812132, -0.7394260570583938, -5.190778161257138, -2.42313667246031, -1.8809982342221137, -0.02703815009301539, -3.062905920374183, -1.1540511917278213, -1.1433493807622057, -5.70300859213329]","[-0.10854323803402623, -0.6733260841284608, -0.330421157212786, -1.0783414041633794, -0.4366145191956868, -2.0856493299162144, -0.6686981036569062, -1.1057332585736113, -1.0227206912590667, -0.0010703926140124913, -1.8110415603070222, -1.5122423394824447, -1.2274047713414888, -0.5939877465496141, -0.9222411582558654, -0.699603364619021, -1.1839699989323322, -1.807335720357858, -1.8206023155502795, -1.6439143748011884, -2.09064914028892, -1.0660177960055937, -1.9135883349607534, -0.7204753631627808]"
2,26,"[-2.4940425782965323, -0.20166845424381802, -1.945902530321623, -1.3334768187916919, -1.6437168386535288, -0.7081952340112301, -2.2485702071102187, -1.2725115251410077, -0.11952317504112286, -2.8166069266690275, -2.393762087482873, -2.0114093438213105, -2.0766005369732987, -1.1718331487394473, -2.7439207101607748, -3.481039683220258, -0.8888051290356822, -1.227410274270561, -0.9861438341420156, -0.9206976396943342, -1.9939406293839548, -1.2628752308909672, -1.1757103908363722, -0.033293725735958624]","[-1.1133503287352868, -1.694980223302688, -1.567613757554907, -1.1598931049064152, -1.3211156852261403, -1.1687905532503184, -1.4324300134156545, -0.6900854839248802, -1.6972371560683985, -0.06856154538663795, -1.326705186295423, -1.164847772384705, -0.6531314931322936, -0.2932825230460162, -1.455400992846044, -0.6581828707794548, -0.7303197980879822, -0.31318594169147973, -1.573616860326759, -0.07987017477538899, -0.22039841448219064, -0.8635453082573903, -1.285923189772865, -0.3652233749212771]","[-0.1566131130271745, -1.861933875611885, -0.6610540201199641, -0.05099523568914238, -0.6186761500877319, -0.48628127711614916, -1.1600771901101938, -1.2182091326991462, -2.314593481633316, -2.3956893137429844, -1.695086652328975, -0.22156954293735723, -2.5504489540982362, -2.418476615743776, -0.001857602961379226, -0.7247233653756496, -0.9099070111542488, -1.7171049859050365, -1.1063707761021007, -1.4669369276432924, -2.518289446789977, -2.1544197696015943, -1.3205432903923495, -1.9867898932027188]","[-0.17612498140138852, -0.5871561968880451, -0.7483114488364607, -0.6565962961911086, -0.44590217346147965, -0.264651369751001, -0.1171066543231546, -0.2744231678702312, -0.08093504943819418, -0.5187545106898226, -0.3786815645823619, -0.2957924860863989, -0.2530365852977322, -0.15580933913366668, -0.6833705520016885, -0.6653746238024664, -0.6044397871496854, -0.6828453145811518, -0.2449898654389513, -0.6837964241502175, -0.14364866600845982, -0.6329112622177919, -0.37759882950760204, -0.4594761902203919]"
2,29,"[-0.20157358183559904, -1.325841667718796, -0.7061562109131669, -1.1308217078864908, -1.9504698032738867, -0.2949049687467172, -1.2256617045202314, -0.023029979565509163, -1.8320264196718257, -0.7944744806641739, -2.393027902044548, -0.35407927754310825, -0.7929948648811984, -2.310816477765118, -1.0088314239881948, -1.8888051556111045, -0.4440231306023339, -1.0047165275639445, -1.7393427979614915, -1.93851690243933, -0.9831131543757277, -0.5629443009137214, -1.6592915534676955, -0.808089721041027]","[-0.20836957571301234, -0.23597736195539948, -1.0321617881987135, -0.5374333162616918, -0.7528038884377019, -0.18291934162405526, -0.6986127947360189, -0.9097796167711224, -0.07162448154856475, -0.02783917359953314, -0.13177507166022545, -0.5629408290076336, -0.8635935308897235, -0.18648054342549206, -0.1360502201988004, -0.16550940049554946, -1.1165907267899615, -0.29945617694707366, -0.42439798155096425, -0.8323774087357525, -0.8415912583719991, -0.17738983714543588, -1.071621442578428, -1.1415641487994719]","[-0.000941404618352193, -0.7932073814619717, -1.5774452513305084, -0.12288276061874906, -1.4621964521654407, -1.1387036581955696, -1.5500087642257543, -0.10478241380681422, -1.3162624517639399, -1.3514562683805338, -0.36471150049686796, -0.8997245335434194, -1.4254536086686258, -0.4147767475898599, -1.029983614686165, -0.8848269756751526, -0.9375143108470928, -0.5470002318173957, -1.049732207717289, -1.5351689909048902, -1.1335190850661743, -1.6290642731516505, -0.6592917730115112, -0.9480935170970654]","[-0.03594539039508406, -0.401831259957459, -0.5194098912017344, -0.09723667538579621, -0.40405403304355575, -0.4639027581479388, -0.21274306352773556, -0.3636634603047412, -0.130959039568542, -0.019120456627173963, -0.32786871657387756, -0.1565394337676206, -0.009147795493046606, -0.34798859349124983, -0.5326800154872349, -0.3469475276048864, -0.5048597990395337, -0.13697525043044897, -0.0481564998959439, -0.5599530347014413, -0.5972579643814757, -0.33907942446026745, -0.4229120344892267, -0.2615895591600545]"
2,30,"[-8.542793852792052, -8.59554807565396, -8.941918155801163, -4.203538130296804, -10.214755729085788, -5.272411373395373, -5.566721904674611, -7.372010758970452, -10.10403581563855, -0.7520878665217698, -2.895361468133563, -8.455938649625837, -10.260888750027304, -9.201419860955154, -3.871905899297567, -1.9642588500633782, -6.841451352387388, -5.499174313016753, -9.727124098472466, -2.9396241399407477, -8.470488633714448, -4.0992092710907535, -2.941206779144604, -9.814200254001921]","[-1.026262950617345, -3.288892467967722, -1.144495484583277, -1.539931783894464, -1.3891090047448804, -3.427039933573018, -3.1037551703283683, -2.0223904083580777, -1.1260270716964544, -2.8142888385975033, -2.891362538347093, -2.0827681869430315, -2.5515077359426237, -2.900818244573869, -0.5228444545032044, -1.0965282480569596, -3.4511220815185957, -3.6335927785015705, -3.1844886916401602, -1.1287230207814505, -3.853539359399498, -1.0011069774298265, -0.01174458455198769, -3.3992509026774487]","[-2.175772221336412, -3.0768378541900874, -1.3870751679211726, -6.278033553862957, -1.3369254681287395, -3.50011747033693, -1.9221382642617169, -6.856091004180933, -5.046874908354308, -6.930834191127751, -7.148412006586341, -4.40179182406358, -3.303313666506373, -2.6304899135906994, -0.5954166602294684, -5.247895965665122, -4.013599726191458, -3.324488038135546, -2.3635474474778033, -3.4308532634142734, -0.3623928354884197, -0.9795921359132617, -4.6096281546652405, -7.888786631944834]","[-1.4439105029171184, -0.44530120398518397, -1.9524713627598744, -0.568222602738206, -2.2614433254202715, -2.209429529192052, -1.2340098434555569, -2.123727957715506, -2.580989934640945, -0.523801840424604, -2.3839795627428124, -1.7490688727859367, -0.6479252659187074, -2.0345752341955885, -1.4425664435799412, -0.6412928224653338, -1.9542574281114742, -0.30202182209210515, -1.8539415313174734, -1.7091797625149665, -1.1412421819518086, -1.7285723636202945, -0.27751021831245337, -1.5286564100836115]"
3,2,"[-10.607620335061295, -16.61308466480456, -14.033048807355385, -11.947857989675585, -8.628960522835467, -12.166857215311204, -10.85487774568255, -13.02151718558278, -2.098141178551969, -15.902391383634756, -13.056521566935032, -9.116395592752431, -6.603695749815959, -9.822665050825684, -16.997536361757135, -4.143723615016297, -15.380445567700324, -18.791828504182945, -15.272109023455798, -13.444711691600663, -9.901652384781434, -17.731748693637, -9.514030334384609, -17.021278011765578]","[-4.616011139663939, -4.317597627664144, -7.252429345437638, -4.756493626012636, -6.872432490943819, -8.548110056323303, -0.5938665705071322, -4.248375444510666, -7.954998746433376, -3.123617526920973, -4.153198048964674, -4.818466885594167, -8.516783453570042, -8.669138046697293, -4.168478275802292, -0.29571612436353645, -6.809052696879013, -1.869741370060397, -2.9782873665427987, -7.581756948360606, -7.106152655176265, -6.437603022557573, -5.485126071920069, -1.614847274213418]","[-2.930039519538602, -1.9346229153805072, -12.319293928348984, -2.3095815262393913, -13.294822608029092, -3.82389507885677, -10.584589125371545, -8.235409982138664, -12.955638905877489, -8.377642307056194, -6.162542449333113, -3.85901334376626, -4.290039489360515, -13.535578147900232, -10.458731659412038, -4.735573257104571, -9.935256981208358, -10.216246781287651, -7.783632898404325, -9.612409298573986, -9.000046651349745, -2.7821746172639084, -13.565067958397567, -11.710889713446253]","[-0.06894492540115704, -0.42515819718993486, -2.9138856197145273, -0.9178799414718614, -0.5881279685004842, -1.377652505636956, -2.4075286407541334, -4.812905394159495, -4.437558159714668, -1.1120868447639853, -2.797609419883117, -3.836773780736441, -3.8422865976760203, -0.9295123262706467, -0.4900079049015593, -3.769771247762769, -1.396503458542947, -3.1111764108854323, -3.556748214744494, -3.986396663337506, -3.8230549161969645, -0.2370025876379539, -3.124420619553126, -3.7441236908346465]"
3,3,"[-31.613410721726723, -18.29801854087201, -23.694471780717812, -36.83227172601679, -41.055487875576006, -28.629065146416497, -11.687869697455492, -40.35398653169986, -3.4874619548771735, -42.972571664694605, -18.285022978395677, -13.035977839741921, -3.516966041011548, -28.39966888140525, -38.230506660106855, -9.064854637148724, -7.101706583585568, -23.302360574607945, -12.552517647678448, -30.627673142438915, -34.84941070452412, -17.809748756323014, -39.81489345181333, -33.1225508536916]","[-0.7366703359368119, -10.38782308958301, -12.625587552479791, -18.980112039384252, -13.99261815619512, -15.563964676297822, -8.456877616111354, -0.8373884758963714, -17.484264585245423, -5.0476879464538085, -6.669288286668297, -20.890145814324093, -5.808647178151784, -19.230279123638187, -1.261862207402522, -6.535173318902172, -14.271052776470304, -20.152350032425524, -6.705803744578196, -12.788398351713521, -14.991850164670993, -17.562485329436775, -14.445307460314414, -22.453099241281226]","[-16.790685803219354, -31.595549500715332, -1.390371760392365, -23.289481732924024, -5.505409334586885, -21.347805259975868, -9.062497892501924, -30.17636094799819, -24.665398565699316, -8.768793164387025, -4.2603768040188426, -13.89786293687752, -33.48420863031006, -0.010819167002589641, -4.831752654193489, -27.735033916957494, -21.628861301340436, -9.420613324388576, -19.41670685673883, -7.673514963120536, -20.212753012709204, -2.750768782218848, -5.68305464713292, -22.142058335172614]","[-1.6091872968815935, -2.4767473120673573, -8.480266665430374, -3.128992203108114, -8.270554789178046, -5.030469593021339, -6.629592412015881, -3.566235450138897, -9.90002808478796, -8.59059839250809, -6.463920743709038, -9.282247151686224, -9.748555577243408, -4.259963824370346, -5.848764784089039, -1.5480309391444644, -2.666304218887537, -2.5181828295439845, -3.5924267933172818, -6.442005169920016, -2.089052946409316, -6.823607437389084, -6.998874982081897, -0.8018475569618093]"
3,4,"[-16.602220457130556, -16.905824230181246, -12.494268615959001, -15.843196406460134, -29.36031853586728, -7.192511159891106, -17.126492617282697, -34.13838593966312, -33.97673323009809, -24.87412725832254, -10.232245948197463, -36.38981667722891, -1.2935043797280654, -24.325161339000942, -20.29713640289757, -17.52624096591716, -19.961227002678218, -3.7981632598663495, -26.589934100012492, -1.5135526502865693, -37.502376904970816, -32.58023265409089, -17.39411914693948, -32.99179027231103]","[-7.686672073557128, -5.971160740554673, -19.692643575515646, -3.9981948932590794, -1.7139316897022594, -14.443924311975477, -1.4859606211415533, -19.22580102900543, -12.616901377265805, -16.647540148458138, -12.458946256579624, -2.6589651323071584, -3.9294065072451523, -10.918740923473514, -3.6574095405431506, -12.563743963560103, -2.261463912649777, -2.161582592042237, -8.106586383990717, -4.137336843363131, -2.3446656392078546, -12.561557282486465, -7.438689980403104, -17.50966805662692]","[-5.239028719723995, -3.4444511508515943, -7.840556738674614, -23.340891086100346, -7.973280026241939, -17.248562861607212, -2.1508358967951913, -27.97033242838133, -28.534554270921863, -5.090793588405519, -8.98738804577433, -15.684815219714288, -16.979848472668078, -16.193656876574387, -5.910377426829601, -29.36757028488681, -20.851074774305967, -23.542331371206757, -27.968952135649904, -0.877077340632435, -5.578267665230805, -27.24801649817751, -24.162767571822254, -10.724968688235926]","[-3.259024036552447, -6.014062983673822, -6.296193528274266, -7.886625221754308, -7.579018616243753, -0.7944067979492275, -7.490710328599368, -4.330868881949827, -6.438063639169675, -7.623655330795502, -4.887247379950097, -2.7656415781559684, -1.4337837562098021, -6.295488812280256, -2.358155871734642, -9.100414573745386, -1.2328724812506664, -2.131253367489653, -7.235952764096288, -6.004601051277849, -3.709944871012244, -5.923119579311998, -6.575309623865225, -4.967945036224025]"
3,5,"[-50.0349066466693, -48.07066114189807, -9.575207543075104, -13.116893212746248, -57.31357920461021, -18.01641750371582, -19.187896839316803, -28.019679058187986, -34.565454073798925, -47.22993599026598, -15.682510680438641, -26.968844514204577, -1.5465498899523022, -9.56436309290281, -41.79858602047604, -40.10302469238131, -28.365648702123107, -59.277460681402296, -39.0886072438983, -43.93298736664579, -26.425814607484966, -56.87647325614491, -45.54554504852771, -39.13053431842608]","[-5.241220438058386, -11.890380172172542, -14.075632789579087, -27.210061258158863, -11.82682062343993, -11.075199297936466, -29.56229308896471, -16.600873789125615, -0.8225822434119368, -21.482616255562903, -7.7910695182180305, -20.4839090536693, -2.0233489851316833, -27.76430632677674, -12.40768299612499, -10.54505082516258, -0.04393971618704029, -20.89378646389204, -22.855250974573302, -1.9434786671591553, -16.43274263909679, -23.854334421829822, -10.062462343761421, -4.959324380723455]","[-22.20311190387648, -1.2711455642480933, -20.87963284233058, -21.9363691318023, -23.80971146782555, -0.696311374137642, -37.837433134106796, -15.983788434919608, -33.03739434244718, -31.964051624316543, -34.10888273470423, -5.961811557895204, -2.5933912739256653, -20.90608470915291, -20.44918813085922, -36.2596714601251, -11.479614816745435, -19.39844464486752, -8.378554910346088, -19.67397054344118, -34.601528379219346, -22.72825406908484, -42.632413153995415, -22.753918752779015]","[-9.059678346246045, -9.421177171034275, -7.527757331513653, -6.631281671144549, -11.871144368030103, -14.068301887140839, -11.898905865389212, -11.484999853918609, -14.30483377576628, -0.40727188097320677, -7.5229841985293735, -0.08574368312450453, -9.688311167705393, -12.363764666966235, -8.417066826428501, -14.458397696158038, -11.341101052380388, -1.9442623473700305, -2.6866098634949087, -2.9115724460425874, -3.9550461677562785, -3.6420135274938, -10.452467388161798, -10.33319945807087]"
